,ward,total_households,total_individuals,target,dw_00,dw_01,dw_02,dw_03,dw_04,dw_05,dw_06,dw_07,dw_08,dw_09,dw_10,dw_11,dw_12,dw_13,psa_00,psa_01,psa_02,psa_03,psa_04,stv_00,stv_01,car_00,car_01,lln_00,lln_01,lan_00,lan_01,lan_02,lan_03,lan_04,lan_05,lan_06,lan_07,lan_08,lan_09,lan_10,lan_11,lan_12,lan_13,lan_14,pg_00,pg_01,pg_02,pg_03,pg_04,lgt_00,pw_00,pw_01,pw_02,pw_03,pw_04,pw_05,pw_06,pw_07,pw_08,ADM4_PCODE,lat,lon,NL,source,city
36,21005010: Ward 10,1879.83217,5414.63743,,0.8903474345797583,0.005675682207311,0.0239174915279803,0.0302371673956404,0.0185370165252571,0.0031217999636637,0.0090213744985543,0.0012224123177974,0.0,0.0029144942231731,0.0029633124110223,0.0120418143498416,0.0,0.0,0.1175139274283781,0.5736435061728593,0.0012120165172352,0.096230814479484,0.2113997354020433,0.7353241592838579,0.2646758407161422,0.9170340988472392,0.0829659011527609,0.6797390801116038,0.3202609198883962,0.1924949682180289,0.5504046223829986,0.0026142082795006,0.0614401507581644,0.0012395843833997,0.0006006274735924,0.0020510994768489,0.0036474408961487,0.0004032624581476,0.0004004183157282,0.0,0.0006178659316068,0.0123290988294298,0.0,0.1717566525964048,0.1679890429893475,0.0299116315900767,0.0073395459093555,0.7884132917834169,0.0063464877278034,0.989301757720212,0.9763487130875091,0.0175234579584836,0.0017543747003755,0.0006025484711222,0.0006198638466752,0.0,0.003151041935834,0.0,0.0,ZA2105010,-33.600903915953914,26.889372807398765,7.018656242502929,test,Ndlambe Local Municipality
37,21006001: Ward 1,1812.18646,6008.16547,,0.7174755184960381,0.1987023509711026,0.0044597176826936,0.0,0.0,0.0005821531190559,0.0157766436462614,0.0257894433225154,0.0254883484782244,0.0028548993793938,0.0014364305536197,0.0074344943510945,0.0,0.0,0.2031170123548544,0.6545521739766599,0.0003659885885266,0.0391371993954088,0.1028276256845502,0.0898561233042211,0.9101438766957788,0.1091655987761877,0.8908344012238122,0.0742200446636159,0.925779955336384,0.0249906515973502,0.0161106315202733,0.0044269636268855,0.914281437059023,0.0024842391699308,0.0030074454657121,0.0065104348732259,0.0011569904382144,0.0082342455857827,0.0003860962238112,0.0013406954319452,0.0003919332800932,0.016678235727752,0.0,0.0,0.9734411126330048,0.0172202780560236,0.0009358846769578,0.0005412933475682,0.0078614312864455,0.8761426624940128,0.3243188562395505,0.5186810081342291,0.0994414283395539,0.0135968679514358,0.0052692866935999,0.0018073085040046,0.0368852441376258,0.0,0.0,ZA2106001,-33.39999157322477,25.482624666764156,5.508040314817962,test,Sundays River Valley Local Municipality
38,21006002: Ward 2,1984.75456,7305.244079999999,,0.8892443154281001,0.0129250591065527,0.0220926510933422,0.0005870952628016,0.0038349578095943,0.0,0.0060964465047003,0.0257256494223648,0.0285407481315976,0.0016893272687581,0.0052553702156502,0.0040083797565377,0.0,0.0,0.2298851498470397,0.5727853859744,0.0006095730616573,0.02073911813772,0.1759807729791829,0.2120425106870645,0.7879574893129354,0.246040140096718,0.7539598599032818,0.1224762622538073,0.8775237377461926,0.5228253632834127,0.0201880742634953,0.0032429799388715,0.35903214612372,0.0008993922623321,0.0018351282795194,0.0015844836768274,0.0036628933553716,0.0017286171224001,0.0003078856743688,0.0014134845991347,0.0009574300219685,0.0086763959295388,0.0,0.0736457254690386,0.4649033793816784,0.4352753960275617,0.002890804163247,0.0896093837291744,0.0073210366983384,0.9378265491930649,0.4044926038613056,0.5270839382779904,0.0110483786972632,0.0084445302899316,0.0005870952628016,0.0016501687745209,0.0466932848361865,0.0,0.0,ZA2106002,-33.38043909892076,25.48456470200687,4.967357241105485,test,Sundays River Valley Local Municipality
39,21006003: Ward 3,2097.92599,7742.661709999999,,0.8288393243080994,0.0044491750636065,0.0057103730337026,0.0004974293683258,0.0006853625947023,0.0028234694780629,0.0029904534430216,0.0626332580969646,0.0816289186636178,0.0039667223913842,0.0019860042822578,0.0037895092762543,0.0,0.0,0.207364593745114,0.6515040290969912,0.000142000263111,0.0156161710957664,0.1253732057990171,0.0890882904787313,0.9109117095212688,0.152672177916057,0.8473278220839432,0.0585420794562919,0.941457920543708,0.3987980781869908,0.036663664335659,0.003178663994607,0.5380535461880589,0.0013199001044822,0.0018681108050115,0.0023566417704177,0.0030706791657051,0.0017822824394067,0.0,0.0005310421860081,0.0,0.0123773908236525,0.0,0.0,0.6164027318713889,0.3377210574269039,0.0022717019881267,0.0345992618602989,0.0090052468532814,0.5959750086322159,0.6699088846313401,0.1905729667803963,0.0634246730505493,0.0187882795617589,0.0113369061222221,0.0018405511054276,0.0441277387483054,0.0,0.0,ZA2106003,-33.654822304893734,26.05614653734858,0.3483193633053934,test,Sundays River Valley Local Municipality
40,21006004: Ward 4,1493.0770800000005,4831.76159,,0.8397362847469336,0.0312595247929195,0.0009630045355729,0.0,0.0,0.0007586279470581,0.0042236935282671,0.0181781037051349,0.0955006221112174,0.0017434330985778,0.0028890136067188,0.0047476919275996,0.0,0.0,0.219479711539327,0.6560799143237529,0.0,0.0144659827886913,0.1099743913482287,0.0816195102264914,0.9183804897735084,0.1103160059224805,0.8896839940775194,0.065150869505009,0.9348491304949909,0.0332047364116738,0.0655201367251234,0.0052500003420077,0.8580083480484806,0.0050390131107441,0.002682682031917,0.0010719961867986,0.0039319179239553,0.0198923784234147,0.0,0.0009565289830452,0.0002364210192746,0.0042058407935644,0.0,0.0,0.9644538670211996,0.0136771648950502,0.0020947453245514,0.0130244878245327,0.0067497349346659,0.7876717791421726,0.1748473762653968,0.36282222616397,0.1763329994992623,0.1254280455500663,0.0208077737018104,0.0697674295556127,0.0699941492638812,0.0,0.0,ZA2106004,-33.53027311019168,26.05904416081928,0.1030350986265754,test,Sundays River Valley Local Municipality
41,21006005: Ward 5,1507.1239799999996,5302.61669,,0.8588252772675012,0.0169022458258543,0.0044043025577763,0.0,0.0,0.0,0.0059331084361088,0.049938147756099,0.0507898560541781,0.0009540290109377,0.0,0.0122530330915443,0.0,0.0,0.2126700034959532,0.6306950974425422,0.0008521547500353,0.0139450641679325,0.1418376801435368,0.0441572630275579,0.955842736972442,0.0950532815488743,0.9049467184511256,0.0272027919030257,0.972797208096974,0.0141919083349771,0.0309363771870148,0.0045234138920948,0.8698735699110093,0.0034417422693247,0.0027601976261271,0.0045275080971391,0.0019208667334391,0.0067833585006877,0.0,0.0008722636898727,0.0015377162779608,0.017330713376531,0.0,0.0413003641038213,0.9558501389622414,0.0092388650479655,0.0005892543592473,0.024424371507796,0.0098973701227497,0.9057971129886738,0.1296018991085259,0.783401807461122,0.0363538771375663,0.0051634239142024,0.0017055862915803,0.0007515572806425,0.0430218488063603,0.0,0.0,ZA2106005,-33.520052073700235,25.708346703588767,4.993372898120672,test,Sundays River Valley Local Municipality
42,21006006: Ward 6,1543.8516899999995,5738.91961,,0.658132828808187,0.0587190276029687,0.0078172988235676,0.0036777107780346,0.0009313329831572,0.0,0.0034827827276595,0.0576335930299107,0.1951811511117366,0.0052209548703476,0.0009313329831572,0.0082719862812729,0.0,0.0,0.1979739127239665,0.6726683735512371,0.0003906292738608,0.0332098954074737,0.0957571890434617,0.0865336423604264,0.9134663576395736,0.1410117120770843,0.8589882879229157,0.0556563240864153,0.9443436759135848,0.0925401270780302,0.0362727245102497,0.001965629555142,0.8200255169631135,0.0060988308564231,0.0010396347057386,0.0177091468266794,0.0011212859627423,0.0031754635433898,0.0003214472627888,0.0006428945255777,0.0042676882870641,0.01481960992306,0.0,0.0,0.8889996021393999,0.0545668978276557,0.0003919169726791,0.0480845383369989,0.0079570447232663,0.6481967901981569,0.1298436509791947,0.466570231237691,0.2347523226146159,0.0519067735062038,0.0151628165785795,0.0015095232366523,0.1002546818470626,0.0,0.0,ZA2106006,-33.51911614608659,25.66253198798651,5.5876625211984186,test,Sundays River Valley Local Municipality
43,21006007: Ward 7,1686.96717,8246.97067,,0.856641069073087,0.0201214704136773,0.0709914289559055,0.0059888302390615,0.0013428714205505,0.0015430531466714,0.0084829273826354,0.0096214261241373,0.0128893320431363,0.0052101547417784,0.0026907992524833,0.0044766372068758,0.0,0.0,0.1708680782782509,0.5678372747262359,0.0,0.035674158642303,0.22562048835321,0.3080564810280214,0.6919435189719787,0.343397020583394,0.6566029794166058,0.2082362989909282,0.7917637010090718,0.4438536071573054,0.0361579350687808,0.0016099499478394,0.3327165731268449,0.0199083574526644,0.0013421364574829,0.0090790258624746,0.0029471718734753,0.0017895152766439,0.0008947576383219,0.0002236894095804,0.0,0.0174287936445395,0.0,0.1320484870840458,0.525198056755063,0.2986734788520837,0.0031316517341269,0.1637550045997677,0.0092418080589584,0.7431989444109929,0.3746488498646954,0.2182176609874393,0.0128465451998096,0.0087600341386608,0.0039222992110747,0.0024698109566649,0.3791347996416551,0.0,0.0,ZA2106007,-33.5033731225302,25.113666095762834,0.0,test,Sundays River Valley Local Municipality
44,21006008: Ward 8,2622.7977000000005,9327.54775,,0.8572398816729174,0.0543322879991849,0.0070706482623497,0.0005482085026992,0.0,0.0014243454613369,0.0042677176360189,0.0242400624340947,0.0361519952530078,0.0044615717026135,0.0053501190732323,0.004913162002544,0.0,0.0,0.2288559208930343,0.6461292336991789,0.0002377548804293,0.0167838143739333,0.1079932761534241,0.1196772438835065,0.8803227561164935,0.1476681522177635,0.8523318477822366,0.0867879249703475,0.9132120750296524,0.3459878733936259,0.0313593119906569,0.002856845198139,0.5736389245501317,0.0014972241766331,0.0014297434178238,0.0163775264511511,0.0030008122981734,0.0021986196747156,0.0,0.0,0.0007195546117681,0.0152514705700648,0.0,0.0056820936671163,0.6364389675732295,0.306017991706341,0.0010850987066777,0.049821450659419,0.0066364913543326,0.8649288467806724,0.2580980454573374,0.287743740205354,0.2293852819834332,0.0745935342249232,0.0111123591423006,0.0017801868592457,0.1372868521274057,0.0,0.0,ZA2106008,-33.418771424786605,25.698439524705208,1.0642682253704516,test,Sundays River Valley Local Municipality
45,21008001: Ward 1,571.7781399999999,2126.26937,,0.9117885129361538,0.0,0.0020379233106043,0.0,0.0029271493310324,0.007699367450459,0.0025146816560703,0.0231453234640974,0.0334949321427363,0.0,0.0079565126431731,0.008435597065673,0.0,0.0,0.1665028453097643,0.680222971936994,0.0008676040891281,0.0350157468524319,0.1173908318116815,0.3119051036123906,0.6880948963876095,0.2964498258013152,0.7035501741986848,0.1738186423146572,0.8261813576853428,0.4985078960150754,0.0332342181084986,0.0,0.4525826236212018,0.0005537398114332,0.0,0.0069582199737938,0.0015528277115707,0.000537246134529,0.0,0.0008676040891281,0.0,0.005205624534769,0.0,0.0,0.541756484974432,0.2940455799351518,0.0013965069722092,0.1612147194689636,0.0015867086492432,0.9567992053701108,0.6006934088106272,0.3182433837012377,0.0653976383217448,0.0043597504444643,0.0047722181194265,0.0,0.0065336006024994,0.0,0.0,ZA2108001,-34.07105179772118,24.6119065866924,0.1697201982338654,test,Kouga Local Municipality
46,21008002: Ward 2,782.1850499999999,3135.68804,,0.7596460965343175,0.0043859442212555,0.0014481100092618,0.0,0.0014481100092618,0.0028962200185237,0.0269263520186175,0.1780388668896189,0.0055791401280298,0.0043443300277856,0.0,0.0152868301433273,0.0,0.0,0.2523691132233932,0.6059991446087858,0.0007341259623517,0.0358233371965152,0.1050742790089539,0.2578721365231923,0.7421278634768076,0.2650433935038774,0.7349566064961226,0.1142290433702357,0.8857709566297642,0.7695545090002001,0.0662060853476993,0.0021751653586049,0.1047949017275328,0.0082853044271585,0.0049997161069632,0.0111953675085612,0.0047096170957108,0.0021551538015879,0.0007172843635299,0.0032784351851531,0.0,0.0219284600772977,0.0,0.0,0.2164702359868681,0.7717979751582688,0.0043037061811799,0.0027657343107383,0.0046623483629449,0.981739487350212,0.859737692506396,0.1329385290603547,0.0014481100092618,0.0014481100092618,0.0,0.0,0.0044275584147255,0.0,0.0,ZA2108002,-34.061239135680616,24.919854423701626,10.73543829093922,test,Kouga Local Municipality
47,21008003: Ward 3,399.45978,796.53934,,0.7435679757296217,0.0058340792156847,0.117327556731744,0.0035994612523944,0.0850637828919847,0.0035994612523944,0.0121876099766539,0.0,0.0,0.0101159621126312,0.0,0.0187041108368907,0.0,0.0,0.142041710080509,0.7822386274104176,0.0,0.0425667613604621,0.0331529011486111,0.7311187374108102,0.2688812625891899,0.9334468165981568,0.0665531834018433,0.7168931750776011,0.2831068249223989,0.7387235889692529,0.203626954570756,0.0027219245693502,0.0213084641870921,0.001434116235866,0.0,0.0112258736649466,0.0027219245693502,0.0055456143572268,0.0,0.001372286270255,0.0014118448939383,0.0099074077119656,0.0,0.0,0.0843139272945388,0.0240013631969514,0.0014118448939383,0.8846254850388179,0.0056473795757532,1.0,0.9844074915376964,0.0129515166708398,0.0,0.0,0.0,0.0,0.0026409917914639,0.0,0.0,ZA2108003,-34.026690007039555,24.92768985396912,10.150165944760086,test,Kouga Local Municipality
48,21008004: Ward 4,3519.6877199999994,14412.51986,,0.764982141654317,0.0090345998081898,0.0119174635186101,0.000408513514375,0.0,0.0022491228284309,0.0095274134149605,0.0609044259187857,0.1271989777547651,0.000331063461505,0.0065818651661517,0.0068644129599088,0.0,0.0,0.2437790430909422,0.606815355326768,0.000156057373856,0.0158191032667898,0.1334304409416439,0.3014390322105053,0.6985609677894946,0.2265135982006949,0.773486401799305,0.0894874247536937,0.9105125752463062,0.9028936373656452,0.0205164553369087,0.0010255708331075,0.0489796480322074,0.0011851154528088,0.000701409614571,0.0036129185254076,0.005136501508349,0.0012484589908485,0.0,0.0007866410669424,0.0002372374874909,0.002574946668625,0.0,0.0111014591170873,0.121762009492211,0.857088027630999,0.0037453769725455,0.0126013855844914,0.0048032003197531,0.8795597809455663,0.6717979059801361,0.2116397104684048,0.1046936203760713,0.0039841943705164,0.0018738963580553,0.0,0.0060106724468158,0.0,0.0,ZA2108004,-33.91187146173462,24.725718456173983,0.1833366166661976,test,Kouga Local Municipality
49,21008005: Ward 5,776.5256600000001,3261.61145,,0.7400704182782575,0.0,0.0,0.0013438963497999,0.0,0.0018516323079394,0.0179314744087143,0.0213528423516616,0.2053036212608866,0.0014586639673954,0.0029592454163072,0.0077282056590377,0.0,0.0,0.240795024802847,0.5747431687486871,0.0,0.0444454718847642,0.1400163345637016,0.3808047888591344,0.6191952111408656,0.2574692380416636,0.7425307619583363,0.1155839589383305,0.8844160410616695,0.7957696187263508,0.0189799615769683,0.0017294181377735,0.1125977375386022,0.0051691963492463,0.0003447958217095,0.004229510538418,0.004482345682224,0.0003447958217095,0.0,0.0013791832868381,0.0,0.0007057830263626,0.0,0.0542676534937967,0.1451318917831245,0.8490572045299878,0.0041375498605145,0.0006389663612445,0.0010343874651286,0.7811094227072934,0.6980270169050177,0.0851384486122454,0.1827277542895362,0.0251200842480852,0.0047689602427304,0.0015005814489118,0.002717154253473,0.0,0.0,ZA2108005,-34.018806541302695,24.742115036496337,6.931905986147994,test,Kouga Local Municipality
50,21008006: Ward 6,2133.72053,5944.2574,,0.5413581740247867,0.0,0.0123942192185777,0.0026954607780804,0.0,0.0018785824777155,0.0147977392334505,0.0832170040562903,0.3400141582740454,0.0005308520886753,0.0,0.0031138098483778,0.0,0.0,0.2480984891401237,0.6164732923577635,0.0,0.0124788253617684,0.1229493931403441,0.1656827335302435,0.8343172664697565,0.0954997466327045,0.9045002533672956,0.0275624521455019,0.972437547854498,0.0370722119132997,0.0172290553905017,0.0018829870994482,0.8933179037637232,0.0141092476917301,0.0022772920297832,0.0121660428096535,0.0009624717799064,0.0026686125671475,0.0003902472325643,0.0036543925570921,0.0028698403941928,0.0113996947709565,0.0,0.0,0.97409470020595,0.0194864996929641,0.000945946587037,0.0003647419440483,0.0051081115700003,0.7073755202608469,0.55999650525929,0.1568006846707333,0.2572133286827399,0.0185983447419892,0.0028125285929549,0.0012047172831954,0.0033738907690971,0.0,0.0,ZA2108006,-34.03973060033342,24.779023611742883,7.134155939063469,test,Kouga Local Municipality
51,21008007: Ward 7,2399.9976599999995,9415.72516,,0.771002780894378,0.0334774076404724,0.0009439092536448,0.0076351407775955,0.0,0.0054546594849596,0.002515669119444,0.0579328856512301,0.102226533004203,0.0017973017523692,0.0030714196613008,0.0139422927604021,0.0,0.0,0.2028359704161118,0.6668791254310571,0.0003918466116315,0.0285040977130645,0.101388959828135,0.2807527195672349,0.719247280432765,0.2962100929715073,0.7037899070284928,0.1276104702535418,0.8723895297464581,0.6235150676381892,0.0563210088430406,0.0031519154919768,0.2919560483432802,0.0006336612314627,0.0018980991581959,0.0048813977913518,0.0043168496647155,0.0028964545519933,0.0007893571523916,0.0007949945301929,0.0026990995986123,0.0054026088416539,0.0,0.0007434371629428,0.3747436081704832,0.4831033428337664,0.0032153933431081,0.1341762974738315,0.0047613581788107,0.8200484578805798,0.5743962100363048,0.2363477762724151,0.1120553259206094,0.0210084079831977,0.0051263549981961,0.0010846177241689,0.0499813070651077,0.0,0.0,ZA2108007,-33.91227865342486,25.008923978553256,2.8432595261891014,test,Kouga Local Municipality
52,21008008: Ward 8,3321.17529,8219.613220000001,,0.9258439412272034,0.0067404090556147,0.0181338968109689,0.0032201431921408,0.0094512024386403,0.0055284284618412,0.0083812468687854,0.0020855087115862,0.0070964607230954,0.0047183718508275,0.0012167138579427,0.007583676801353,0.0,0.0,0.1633817521647326,0.7134129651905932,0.0002687048576234,0.042664016008286,0.0802725617787645,0.6512960476711243,0.3487039523288758,0.8735150652045229,0.1264849347954772,0.6367806981967519,0.3632193018032481,0.7284560537995728,0.1816945810012213,0.0010649576525937,0.0431252043754925,0.0026366848925769,0.0010391316198695,0.0038081366071869,0.0040738109085867,0.0018501649156674,0.0,0.0004488678361437,0.0004882078867453,0.0088070567388571,0.0,0.0225071417654856,0.0851088294882079,0.1406955520955765,0.0033793439248957,0.7623827681760431,0.0084335063152764,0.9758279425233228,0.9322126113975756,0.0396384497970897,0.0152017028887385,0.0017375324986234,0.0003508517010555,0.0003176495992778,0.0105412021176395,0.0,0.0,ZA2108008,-34.020191152337574,24.918290743575916,9.956467364575287,test,Kouga Local Municipality
53,21008009: Ward 9,2604.5025800000003,9907.54401,,0.7365691417360778,0.0248081766154364,0.0104466166433976,0.000952738545569,0.0,0.0004473944502677,0.0111520642072084,0.0392889608886469,0.1534704066217511,0.000552059349467,0.0,0.0223124409421779,0.0,0.0,0.2393161400652713,0.622563053343429,0.000227016907291,0.020352384990314,0.1175414046936946,0.1347892425585541,0.865210757441446,0.1986765741656512,0.8013234258343488,0.0810916570487712,0.9189083429512288,0.6068241295654866,0.0211415523149414,0.0013532183138896,0.3431130113142944,0.0009261064084841,0.0014830022440647,0.0101359317605494,0.0052902374137422,0.0033976240697012,0.000227016907291,0.0003423159156877,0.0001109720026366,0.0039390175769706,0.0,0.00171586419226,0.4008729192614507,0.5664022450302495,0.0014630346315262,0.0247280799108961,0.0065337211658775,0.8239053923302314,0.4204295931240736,0.4160034965294601,0.0786427326172969,0.070731897681591,0.0108345602022786,0.0003839504739519,0.0029737693713476,0.0,0.0,ZA2108009,-33.77205169369272,24.94139832567039,0.98575434344573,test,Kouga Local Municipality
54,21008010: Ward 10,1528.9461799999997,6932.13895,,0.5932183760712884,0.0040346874734334,0.0111155776588551,0.0,0.0,0.0081674228716147,0.0017025321322951,0.0428905679335292,0.3099580261222798,0.0007621196973722,0.0,0.0281506900393315,0.0,0.0,0.2268449668049426,0.6032526035849297,0.0016441317870583,0.0383806602722526,0.1298776375508168,0.0949996356313863,0.9050003643686136,0.1496464054738669,0.850353594526133,0.0349056040677638,0.965094395932236,0.7547380206508988,0.0114957721671173,0.0018003216741637,0.2061246795983511,0.001087436367674,0.000849232833107,0.003551703186792,0.0040519917737655,0.0018857166733508,0.0,0.0007482567844373,0.0001622284273456,0.0135046398629963,0.0,0.0,0.3562796083307015,0.6117746110671946,0.002894529400626,0.0160274283019096,0.0130238228995683,0.8863819653874276,0.2228471442990884,0.4323891309241506,0.2630399717536166,0.0188056652196874,0.0059746772773911,0.0430793188547683,0.0138640916712974,0.0,0.0,ZA2108010,-33.712203306378065,24.678610969119,0.3022130696644428,test,Kouga Local Municipality
55,21008011: Ward 11,1199.84677,2884.62324,,0.729421132666799,0.0047472728538494,0.1150352640445913,0.0503123077957696,0.0555713459977893,0.0123893820208392,0.0121998328169854,0.0011983530196943,0.0009440288779541,0.0105013242649309,0.0,0.0076797556407973,0.0,0.0,0.1701902256046442,0.6585274304314348,0.0019575520025277,0.0516429833658277,0.1176818085955655,0.572130489629105,0.4278695103708951,0.858870087219554,0.1411299127804461,0.566175870940587,0.4338241290594131,0.7066315877008604,0.1537598130146105,0.0011597771083616,0.0396539133477965,0.0039587734861347,0.0011305462546297,0.0054529686171425,0.0060452608708789,0.0011678197531265,0.0,0.0003758064432705,0.0007516128865411,0.0064189873198137,0.0,0.073493133196833,0.1202707394120557,0.0593923558627365,0.0026426154702962,0.814271960174598,0.0034223290803134,0.9916681860967964,0.9794116960451542,0.0153323828175159,0.0009711573420329,0.0,0.0,0.0,0.0042847637952969,0.0,0.0,ZA2108011,-34.04629473214872,24.91700024355052,10.781741853053088,test,Kouga Local Municipality
56,21008012: Ward 12,2047.74137,6131.88141,,0.6789996678144955,0.0091155212633126,0.0245075431571712,0.0014043179681426,0.0087175608509584,0.0029029935552847,0.0083815711551503,0.1946047708163458,0.0598455800109171,0.0030796369563017,0.0025085443285252,0.0059322921233944,0.0,0.0,0.1731522332229839,0.6950570216588712,0.0005522040909789,0.0295446434604155,0.1016938975667502,0.425782949337982,0.5742170506620179,0.4827733152649058,0.5172266847350944,0.3386534843509071,0.6613465156490929,0.3504224815071888,0.2249423737632264,0.0048568519201026,0.3707337516822589,0.0100363894676169,0.0039396260926709,0.0086565486921248,0.0043634275047077,0.0010935501767963,0.0001920128458583,0.0005645999601939,0.0047095415043259,0.0138580240415967,0.0,0.0016308208413313,0.4755092026478053,0.210478501409896,0.0018340048099527,0.3056418274729811,0.0065364636593648,0.9244127543313734,0.6472251571496064,0.2826460159858957,0.0557075086098397,0.0100498238212572,0.0015194887623919,0.0,0.0028520056710091,0.0,0.0,ZA2108012,-34.08737799220129,24.762057661200718,4.431799362833848,test,Kouga Local Municipality
57,21008013: Ward 13,1420.8477800000005,6485.24736,,0.8514818315020345,0.0376690668440218,0.0038071988260417,0.0019204379514883,0.0,0.008484350096954,0.0,0.0245840057546488,0.0507048474960491,0.0078928440877741,0.001832061137471,0.0116233563035162,0.0,0.0,0.1976687532239325,0.557612064622929,0.0085336451993097,0.0489367008508369,0.1872488361029917,0.1980664952018997,0.8019335047981001,0.2715422478261535,0.7284577521738466,0.1187960472444134,0.8812039527555866,0.5911202390898472,0.0202489300269342,0.0008050702941884,0.2868427781912701,0.0018503951096785,0.0013685723161066,0.002695692088451,0.0033690388025538,0.0013697118254561,0.0022756387198159,0.0002844548399769,0.00016953246946,0.0101934924499163,0.0,0.0774064537763444,0.4099979881106647,0.4632610235548517,0.0001541961230604,0.1182952657645428,0.0082915264468802,0.9484066899833562,0.3955321589762416,0.4900417059454461,0.0648053445950417,0.0038559795617233,0.0,0.0017544525424109,0.0440103583791361,0.0,0.0,ZA2108013,-33.804507699748854,24.797378306815723,3.213297647555994,test,Kouga Local Municipality
58,21008014: Ward 14,2513.01513,7004.95139,,0.6550475324834196,0.0103441279320908,0.0115920273030747,0.0118165981754355,0.0,0.000914411526046,0.0054364097680542,0.1160285135251055,0.1667307112472498,0.0017630693691844,0.0136699097390631,0.0066566889312759,0.0,0.0,0.2026625455283851,0.6733449266662219,0.0004783730554909,0.0260917270976237,0.0974224276522781,0.2837039703776077,0.7162960296223924,0.3516264663317009,0.648373533668299,0.1947745256909774,0.8052254743090225,0.4816575793540231,0.0941532172430963,0.0025347370754559,0.3645592507102322,0.0128466573127782,0.0027809543443527,0.0070967930014429,0.0077095895450603,0.0021147498640957,0.000980083888919,0.0032559426511594,0.0031454179727005,0.0171650270366829,0.0,0.0,0.4787671981261243,0.2986804909148698,0.0012843372493409,0.2132408659012835,0.0080271078083812,0.8424511594564096,0.5848524119311609,0.2464167854015267,0.0753183169255331,0.0118894469210776,0.0734249697891791,0.0013342140124719,0.0067638550190503,0.0,0.0,ZA2108014,-34.05704759218548,24.880736433067103,10.811660956018653,test,Kouga Local Municipality
59,21008015: Ward 15,4227.55535,11899.22571,,0.5477447953460858,0.0023085989873556,0.0430505895091355,0.0,0.0075331574310434,0.0019958082866969,0.0083851959501843,0.1348522828920501,0.2449881560982992,0.0022297449044635,0.0014713491569069,0.0054403214377784,0.0,0.0,0.188620626644118,0.6345782787912173,9.18614392767914e-05,0.0288889317992439,0.147820301326144,0.2325929688892187,0.7674070311107815,0.2205479485916133,0.7794520514083867,0.1429139869215432,0.8570860130784569,0.2676333820043153,0.0422742531539054,0.0021124206408552,0.5948983146063881,0.0127783062281285,0.0023079644566217,0.0137986423656132,0.0047352551647665,0.0015060795077564,0.000477618471866,0.0038529826324304,0.0022391675432804,0.0149126518249732,0.0,0.0364729613990993,0.7069623415017986,0.131993693394694,0.0027410514595575,0.1482846298576515,0.0100182837862985,0.8063721270970469,0.435823083901196,0.1603963482110293,0.3551331575114682,0.0365267529850318,0.0074146563214128,0.0008191897475688,0.0038868113222929,0.0,0.0,ZA2108015,-34.035461275763694,24.808351085152704,7.539611192268794,test,Kouga Local Municipality
60,21009001: Ward 1,2757.26981,10656.81604,,0.8526488018958145,0.0010429447236431,0.0106442104046393,0.0011878344252425,0.0007253552019996,0.0007852840487888,0.001777486549276,0.091988973686982,0.0369699474568286,0.0,0.0,0.0022291616067852,0.0,0.0,0.1984903025500663,0.6349070233176325,0.0002110555339941,0.0474274725305289,0.118964146067778,0.2726751322171115,0.7273248677828884,0.1266538619954642,0.8733461380045355,0.0732445549099164,0.9267554450900836,0.7687894770115595,0.0159571544973389,0.002512938188994,0.1715675135178555,0.000878806574576,0.0004889959609361,0.0122026644273386,0.0051555023370751,0.0011443427337233,0.0002786338798431,0.0010469571735236,0.000173106112846,0.0169888078503417,0.0,0.0028150997340477,0.2672238649246684,0.6676445857087348,0.002909804380934,0.044393818775162,0.0178279262105006,0.8196547547880344,0.6022922979742776,0.1992162348450041,0.1309491906415933,0.014743874485029,0.0066497736034037,0.0020325649596112,0.0441160634910806,0.0,0.0,ZA2109001,-33.7545371149551,23.565017937351232,0.8478999534732897,test,Kou-Kamma Local Municipality
61,21009002: Ward 2,1672.9850599999995,5850.84375,,0.885799081792159,0.0013930070600869,0.0049141861434195,0.0,0.0,0.0021602703373812,0.0032748409600262,0.0292096511609015,0.0305052455160597,0.0025783374299827,0.0025563647292821,0.0376090148707006,0.0,0.0,0.2059367539938149,0.6656098378973118,0.0,0.0184531709635896,0.1100002371452835,0.4599980229351241,0.540001977064876,0.3456897756158085,0.6543102243841915,0.1945871889615081,0.8054128110384919,0.8252471688378279,0.0355730009026475,0.0005613993708172,0.1000243152964049,0.0,0.0011646627890208,0.0064542024387508,0.0049977680569575,0.0006927906765584,0.0,0.0011142478381857,0.000315298114054,0.0161639472939266,0.0,0.0076911983848483,0.1739337663905313,0.6257043422155992,0.0063277711013902,0.1796165313763506,0.0144175889161285,0.8774839567306119,0.8042873078615537,0.0556801027260817,0.0440631669478267,0.0038445471832246,0.0080758581310941,0.0008594458099942,0.0831895713402246,0.0,0.0,ZA2109002,-33.78796953433356,23.787169461648958,0.973247635558938,test,Kou-Kamma Local Municipality
